========================================
= 物品ID数据，由灰色枫叶GM工具自动生成 =
========================================
物品ID:100000001 名字:瑟库拉斯之剑      STR值：STR_SWORD_CIRCULOUS
物品ID:152205932 名字:图案:艾卡之长袍手套      STR值：STR_REC_D_TA_RB_GLOVE_D_N_R1_S_45A
物品ID:152205933 名字:图案:水之女王之长袍下衣      STR值：STR_REC_D_TA_RB_PANTS_D_N_L1_S_46A
物品ID:152205934 名字:图案:水之女王之长袍上衣      STR值：STR_REC_D_TA_RB_TORSO_D_N_L1_S_46A
物品ID:152205935 名字:图案:攻城兵器用连接管      STR值：STR_REC_D_TA_LT_PART_D_SIEGE_01A
物品ID:152205936 名字:图案:攻城兵器      STR值：STR_REC_D_TA_ITEM_ABYSS_DARK_SIEGE01
物品ID:152205937 名字:龙语图案:经过中和的冰冷的龙族的血魂      STR值：STR_REC_D_TA_TA_PART_D_DRA_RB_301A
物品ID:152205938 名字:龙语图案:乾龙之长袍鞋子      STR值：STR_REC_D_TA_RB_SHOES_D_D_R2_P_30A
物品ID:152205939 名字:龙语图案:乾龙之长袍手套      STR值：STR_REC_D_TA_RB_GLOVE_D_D_R2_P_30A
物品ID:152205940 名字:龙语图案:乾龙之长袍护肩      STR值：STR_REC_D_TA_RB_SHOUL_D_D_R2_P_30A
物品ID:152205941 名字:龙语图案:乾龙之长袍下衣      STR值：STR_REC_D_TA_RB_PANTS_D_D_R2_P_30A
物品ID:152205942 名字:龙语图案:乾龙之长袍上衣      STR值：STR_REC_D_TA_RB_TORSO_D_D_R2_P_30A
物品ID:152205943 名字:龙语图案:乾龙之腰带      STR值：STR_REC_D_TA_BELT_D_D_R2_P_30B
物品ID:152205944 名字:龙语图案:乾龙之长袍头巾      STR值：STR_REC_D_TA_RB_HEAD_D_D_R2_P_30A
物品ID:152205945 名字:龙语图案:经过中和的温暖的龙族的血魂      STR值：STR_REC_D_TA_TA_PART_D_DRA_RB_401A
物品ID:152205946 名字:龙语图案:黑龙之长袍鞋子      STR值：STR_REC_D_TA_RB_SHOES_D_D_R2_P_40A
物品ID:152205947 名字:龙语图案:黑龙之长袍手套      STR值：STR_REC_D_TA_RB_GLOVE_D_D_R2_P_40A
物品ID:152205948 名字:龙语图案:黑龙之长袍护肩      STR值：STR_REC_D_TA_RB_SHOUL_D_D_R2_P_40A
物品ID:152205949 名字:龙语图案:黑龙之长袍下衣      STR值：STR_REC_D_TA_RB_PANTS_D_D_R2_P_40A
物品ID:152205950 名字:龙语图案:黑龙之长袍上衣      STR值：STR_REC_D_TA_RB_TORSO_D_D_R2_P_40A
物品ID:152205951 名字:龙语图案:黑龙之腰带      STR值：STR_REC_D_TA_BELT_D_D_R2_P_40B
物品ID:152205952 名字:龙语图案:黑龙之长袍头巾      STR值：STR_REC_D_TA_RB_HEAD_D_D_R2_P_40A
物品ID:152205953 名字:龙语图案:黑龙王之长袍鞋子      STR值：STR_REC_D_TA_RB_SHOES_D_D_L2_P_40A
物品ID:152205954 名字:龙语图案:黑龙王之长袍手套      STR值：STR_REC_D_TA_RB_GLOVE_D_D_L2_P_40A
物品ID:152205955 名字:龙语图案:黑龙王之长袍护肩      STR值：STR_REC_D_TA_RB_SHOUL_D_D_L2_P_40A
物品ID:152205956 名字:龙语图案:黑龙王之长袍下衣      STR值：STR_REC_D_TA_RB_PANTS_D_D_L2_P_40A
物品ID:152205957 名字:龙语图案:黑龙王之长袍上衣      STR值：STR_REC_D_TA_RB_TORSO_D_D_L2_P_40A
物品ID:152205958 名字:龙语图案:黑龙王之腰带      STR值：STR_REC_D_TA_BELT_D_D_L2_P_40B
物品ID:152205959 名字:龙语图案:黑龙王之长袍头巾      STR值：STR_REC_D_TA_RB_HEAD_D_D_L2_P_40A
物品ID:152205960 名字:龙语图案:经过中和的沸腾的龙族的血魂      STR值：STR_REC_D_TA_TA_PART_D_DRA_RB_501A
物品ID:152205961 名字:龙语图案:暗龙之长袍鞋子      STR值：STR_REC_D_TA_RB_SHOES_D_D_R2_P_50A
物品ID:152205962 名字:龙语图案:暗龙之长袍手套      STR值：STR_REC_D_TA_RB_GLOVE_D_D_R2_P_50A
物品ID:152205963 名字:龙语图案:暗龙之长袍护肩      STR值：STR_REC_D_TA_RB_SHOUL_D_D_R2_P_50A
物品ID:152205964 名字:龙语图案:暗龙之长袍下衣      STR值：STR_REC_D_TA_RB_PANTS_D_D_R2_P_50A
物品ID:152205965 名字:龙语图案:暗龙之长袍上衣      STR值：STR_REC_D_TA_RB_TORSO_D_D_R2_P_50A
物品ID:152205966 名字:龙语图案:暗龙之腰带      STR值：STR_REC_D_TA_BELT_D_D_R2_P_50B
物品ID:152205967 名字:龙语图案:暗龙之长袍头巾      STR值：STR_REC_D_TA_RB_HEAD_D_D_R2_P_50A
物品ID:152205968 名字:龙语图案:暗龙王之长袍鞋子      STR值：STR_REC_D_TA_RB_SHOES_D_D_L2_P_50A
物品ID:152205969 名字:龙语图案:暗龙王之长袍手套      STR值：STR_REC_D_TA_RB_GLOVE_D_D_L2_P_50A
物品ID:152205970 名字:龙语图案:暗龙王之长袍护肩      STR值：STR_REC_D_TA_RB_SHOUL_D_D_L2_P_50A
物品ID:152205971 名字:龙语图案:暗龙王之长袍下衣      STR值：STR_REC_D_TA_RB_PANTS_D_D_L2_P_50A
物品ID:152205972 名字:龙语图案:暗龙王之长袍上衣      STR值：STR_REC_D_TA_RB_TORSO_D_D_L2_P_50A
物品ID:152205973 名字:龙语图案:暗龙王之腰带      STR值：STR_REC_D_TA_BELT_D_D_L2_P_50B
物品ID:152205974 名字:龙语图案:暗龙王之长袍头巾      STR值：STR_REC_D_TA_RB_HEAD_D_D_L2_P_50A
物品ID:152205975 名字:图案:银铸块      STR值：STR_REC_D_HA_JR_PART_D_SILVER_01A
物品ID:152205976 名字:图案:银装饰      STR值：STR_REC_D_HA_JR_PART_D_SILVER_02A
物品ID:152205977 名字:图案:银戒指      STR值：STR_REC_D_HA_RING_D_N_C2_P_18A
物品ID:152205978 名字:图案:银耳环      STR值：STR_REC_D_HA_EARRING_D_N_C2_P_18A
物品ID:152205979 名字:图案:金铸块      STR值：STR_REC_D_HA_JR_PART_D_GOLD_01A
物品ID:152205980 名字:图案:金装饰      STR值：STR_REC_D_HA_JR_PART_D_GOLD_02A
物品ID:152205981 名字:图案:金项链      STR值：STR_REC_D_HA_NECKLACE_D_N_C2_P_23A
物品ID:152205982 名字:图案:金眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_C2_P_23A
物品ID:152205983 名字:图案:金戒指      STR值：STR_REC_D_HA_RING_D_N_C2_P_28A
物品ID:152205984 名字:图案:金耳环      STR值：STR_REC_D_HA_EARRING_D_N_C2_P_28A
物品ID:152205985 名字:图案:白金铸块      STR值：STR_REC_D_HA_JR_PART_D_WGOLD_01A
物品ID:152205986 名字:图案:白金装饰      STR值：STR_REC_D_HA_JR_PART_D_WGOLD_02A
物品ID:152205987 名字:图案:白金项链      STR值：STR_REC_D_HA_NECKLACE_D_N_C2_P_33A
物品ID:152205988 名字:图案:白金眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_C2_P_33A
物品ID:152205989 名字:图案:白金戒指      STR值：STR_REC_D_HA_RING_D_N_C2_P_38A
物品ID:152205990 名字:图案:白金耳环      STR值：STR_REC_D_HA_EARRING_D_N_C2_P_38A
物品ID:152205991 名字:图案:秘银铸块      STR值：STR_REC_D_HA_JR_PART_D_MYTHRIL_01A
物品ID:152205992 名字:图案:秘银装饰      STR值：STR_REC_D_HA_JR_PART_D_MYTHRIL_02A
物品ID:152205993 名字:图案:秘银项链      STR值：STR_REC_D_HA_NECKLACE_D_N_C2_P_43A
物品ID:152205994 名字:图案:秘银眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_C2_P_43A
物品ID:152205995 名字:图案:秘银戒指      STR值：STR_REC_D_HA_RING_D_N_C2_P_48A
物品ID:152205996 名字:图案:秘银耳环      STR值：STR_REC_D_HA_EARRING_D_N_C2_P_48A
物品ID:152205997 名字:图案:粉水晶宝石      STR值：STR_REC_D_HA_JR_PART_D_ROSE_02A
物品ID:152205998 名字:图案:粉水晶戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_18A
物品ID:152205999 名字:图案:粉水晶耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_18A
物品ID:152206000 名字:图案:紫水晶宝石      STR值：STR_REC_D_HA_JR_PART_D_AMETH_02A
物品ID:152206001 名字:图案:紫水晶戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_18B
物品ID:152206002 名字:图案:紫水晶耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_18B
物品ID:152206003 名字:图案:水晶宝石      STR值：STR_REC_D_HA_JR_PART_D_CRISTAL_02A
物品ID:152206004 名字:图案:水晶戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_18C
物品ID:152206005 名字:图案:水晶耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_18C
物品ID:152206006 名字:图案:黄玉宝石      STR值：STR_REC_D_HA_JR_PART_D_TOPAZ_02A
物品ID:152206007 名字:图案:黄玉项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_23A
物品ID:152206008 名字:图案:黄玉眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_23A
物品ID:152206009 名字:图案:黄玉戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_28A
物品ID:152206010 名字:图案:黄玉耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_28A
物品ID:152206011 名字:图案:海蓝宝石宝石      STR值：STR_REC_D_HA_JR_PART_D_AQUA_02A
物品ID:152206012 名字:图案:海蓝宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_23B
物品ID:152206013 名字:图案:海蓝宝石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_23B
物品ID:152206014 名字:图案:海蓝宝石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_28B
物品ID:152206015 名字:图案:海蓝宝石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_28B
物品ID:152206016 名字:图案:锆石宝石      STR值：STR_REC_D_HA_JR_PART_D_ZIRCON_02A
物品ID:152206017 名字:图案:锆石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_23C
物品ID:152206018 名字:图案:锆石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_23C
物品ID:152206019 名字:图案:锆石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_28C
物品ID:152206020 名字:图案:锆石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_28C
物品ID:152206021 名字:图案:悲伤之戒      STR值：STR_REC_D_HA_RING_D_N_R1_S_26A
物品ID:152206022 名字:图案:黑火山之耳环      STR值：STR_REC_D_HA_EARRING_D_N_R1_S_26A
物品ID:152206023 名字:图案:黑湖水之项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R1_S_27A
物品ID:152206024 名字:图案:石榴石宝石      STR值：STR_REC_D_HA_JR_PART_D_GARNET_02A
物品ID:152206025 名字:图案:石榴石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_33A
物品ID:152206026 名字:图案:石榴石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_33A
物品ID:152206027 名字:图案:石榴石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_38A
物品ID:152206028 名字:图案:石榴石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_38A
物品ID:152206029 名字:图案:华丽的石榴石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L2_P_33A
物品ID:152206030 名字:图案:华丽的石榴石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_L2_P_33A
物品ID:152206031 名字:图案:华丽的石榴石戒指      STR值：STR_REC_D_HA_RING_D_N_L2_P_38A
物品ID:152206032 名字:图案:华丽的石榴石耳环      STR值：STR_REC_D_HA_EARRING_D_N_L2_P_38A
物品ID:152206033 名字:图案:天青石宝石      STR值：STR_REC_D_HA_JR_PART_D_LAZULI_02A
物品ID:152206034 名字:图案:天青石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_33B
物品ID:152206035 名字:图案:天青石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_33B
物品ID:152206036 名字:图案:天青石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_38B
物品ID:152206037 名字:图案:天青石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_38B
物品ID:152206038 名字:图案:华丽的天青石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L2_P_33B
物品ID:152206039 名字:图案:华丽的天青石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_L2_P_33B
物品ID:152206040 名字:图案:华丽的天青石戒指      STR值：STR_REC_D_HA_RING_D_N_L2_P_38B
物品ID:152206041 名字:图案:华丽的天青石耳环      STR值：STR_REC_D_HA_EARRING_D_N_L2_P_38B
物品ID:152206042 名字:图案:月长石宝石      STR值：STR_REC_D_HA_JR_PART_D_MOON_02A
物品ID:152206043 名字:图案:月长石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_33C
物品ID:152206044 名字:图案:月长石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_33C
物品ID:152206045 名字:图案:月长石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_38C
物品ID:152206046 名字:图案:月长石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_38C
物品ID:152206047 名字:图案:华丽的月长石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L2_P_33C
物品ID:152206048 名字:图案:华丽的月长石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_L2_P_33C
物品ID:152206049 名字:图案:华丽的月长石戒指      STR值：STR_REC_D_HA_RING_D_N_L2_P_38C
物品ID:152206050 名字:图案:华丽的月长石耳环      STR值：STR_REC_D_HA_EARRING_D_N_L2_P_38C
物品ID:152206051 名字:图案:格兰盖尔之耳环      STR值：STR_REC_D_HA_EARRING_D_N_R1_S_34A
物品ID:152206052 名字:图案:斯巴克之戒      STR值：STR_REC_D_HA_RING_D_N_R1_S_36A
物品ID:152206053 名字:图案:魔力紫水晶项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R1_S_36A
物品ID:152206054 名字:图案:华丽的审判官之项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L1_S_37A
物品ID:152206055 名字:图案:女王金特之耳环      STR值：STR_REC_D_HA_EARRING_D_N_L1_S_39A
物品ID:152206056 名字:图案:红宝石      STR值：STR_REC_D_HA_JR_PART_D_RUBY_02A
物品ID:152206057 名字:图案:红宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_43A
物品ID:152206058 名字:图案:红宝石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_43A
物品ID:152206059 名字:图案:红宝石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_48A
物品ID:152206060 名字:图案:红宝石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_48A
物品ID:152206061 名字:图案:华丽的红宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L2_P_43A
物品ID:152206062 名字:图案:华丽的红宝石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_L2_P_43A
物品ID:152206063 名字:图案:华丽的红宝石戒指      STR值：STR_REC_D_HA_RING_D_N_L2_P_48A
物品ID:152206064 名字:图案:华丽的红宝石耳环      STR值：STR_REC_D_HA_EARRING_D_N_L2_P_48A
物品ID:152206065 名字:图案:蓝宝石      STR值：STR_REC_D_HA_JR_PART_D_SAPPH_02A
物品ID:152206066 名字:图案:蓝宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_43B
物品ID:152206067 名字:图案:蓝宝石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_43B
物品ID:152206068 名字:图案:蓝宝石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_48B
物品ID:152206069 名字:图案:蓝宝石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_48B
物品ID:152206070 名字:图案:华丽的蓝宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L2_P_43B
物品ID:152206071 名字:图案:华丽的蓝宝石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_L2_P_43B
物品ID:152206072 名字:图案:华丽的蓝宝石戒指      STR值：STR_REC_D_HA_RING_D_N_L2_P_48B
物品ID:152206073 名字:图案:华丽的蓝宝石耳环      STR值：STR_REC_D_HA_EARRING_D_N_L2_P_48B
物品ID:152206074 名字:图案:钻石      STR值：STR_REC_D_HA_JR_PART_D_DIA_02A
物品ID:152206075 名字:图案:钻石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R2_P_43C
物品ID:152206076 名字:图案:钻石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_R2_P_43C
物品ID:152206077 名字:图案:钻石戒指      STR值：STR_REC_D_HA_RING_D_N_R2_P_48C
物品ID:152206078 名字:图案:钻石耳环      STR值：STR_REC_D_HA_EARRING_D_N_R2_P_48C
物品ID:152206079 名字:图案:华丽的钻石项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L2_P_43C
物品ID:152206080 名字:图案:华丽的钻石眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_N_L2_P_43C
物品ID:152206081 名字:图案:华丽的钻石戒指      STR值：STR_REC_D_HA_RING_D_N_L2_P_48C
物品ID:152206082 名字:图案:华丽的钻石耳环      STR值：STR_REC_D_HA_EARRING_D_N_L2_P_48C
物品ID:152206083 名字:图案:白虎皮革项链      STR值：STR_REC_D_HA_NECKLACE_D_N_R1_S_42A
物品ID:152206084 名字:图案:圣火之戒      STR值：STR_REC_D_HA_RING_D_N_R1_S_42A
物品ID:152206085 名字:图案:冰之耳环      STR值：STR_REC_D_HA_EARRING_D_N_R1_S_44A
物品ID:152206086 名字:图案:华丽的传说的马斯托之戒      STR值：STR_REC_D_HA_RING_D_N_L1_S_42A
物品ID:152206087 名字:图案:华丽的水之女王之项链      STR值：STR_REC_D_HA_NECKLACE_D_N_L1_S_46A
物品ID:152206088 名字:龙语图案:下级龙血石      STR值：STR_REC_D_HA_JR_PART_D_DRA_JEW_301A
物品ID:152206089 名字:龙语图案:乾龙之金戒指      STR值：STR_REC_D_HA_RING_D_D_R2_P_30A
物品ID:152206090 名字:龙语图案:乾龙之金耳环      STR值：STR_REC_D_HA_EARRING_D_D_R2_P_30A
物品ID:152206091 名字:龙语图案:乾龙之金项链      STR值：STR_REC_D_HA_NECKLACE_D_D_R2_P_30A
物品ID:152206092 名字:龙语图案:乾龙之金眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_D_R2_P_30A
物品ID:152206093 名字:龙语图案:乾龙之宝石戒指      STR值：STR_REC_D_HA_RING_D_D_R2_P_30B
物品ID:152206094 名字:龙语图案:乾龙之宝石耳环      STR值：STR_REC_D_HA_EARRING_D_D_R2_P_30B
物品ID:152206095 名字:龙语图案:乾龙之宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_D_R2_P_30B
物品ID:152206096 名字:龙语图案:中级龙血石      STR值：STR_REC_D_HA_JR_PART_D_DRA_JEW_401A
物品ID:152206097 名字:龙语图案:黑龙之白金戒指      STR值：STR_REC_D_HA_RING_D_D_R2_P_40A
物品ID:152206098 名字:龙语图案:黑龙之白金耳环      STR值：STR_REC_D_HA_EARRING_D_D_R2_P_40A
物品ID:152206099 名字:龙语图案:黑龙之白金项链      STR值：STR_REC_D_HA_NECKLACE_D_D_R2_P_40A
物品ID:152206100 名字:龙语图案:黑龙之白金眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_D_R2_P_40A
物品ID:152206101 名字:龙语图案:黑龙之宝石戒指      STR值：STR_REC_D_HA_RING_D_D_R2_P_40B
物品ID:152206102 名字:龙语图案:黑龙之宝石耳环      STR值：STR_REC_D_HA_EARRING_D_D_R2_P_40B
物品ID:152206103 名字:龙语图案:黑龙之宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_D_R2_P_40B
物品ID:152206104 名字:龙语图案:黑龙王之白金戒指      STR值：STR_REC_D_HA_RING_D_D_L2_P_40A
物品ID:152206105 名字:龙语图案:黑龙王之白金耳环      STR值：STR_REC_D_HA_EARRING_D_D_L2_P_40A
物品ID:152206106 名字:龙语图案:黑龙王之白金项链      STR值：STR_REC_D_HA_NECKLACE_D_D_L2_P_40A
物品ID:152206107 名字:龙语图案:黑龙王之白金眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_D_L2_P_40A
物品ID:152206108 名字:龙语图案:黑龙王之宝石戒指      STR值：STR_REC_D_HA_RING_D_D_L2_P_40B
物品ID:152206109 名字:龙语图案:黑龙王之宝石耳环      STR值：STR_REC_D_HA_EARRING_D_D_L2_P_40B
物品ID:152206110 名字:龙语图案:黑龙王之宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_D_L2_P_40B
物品ID:152206111 名字:龙语图案:上级龙血石      STR值：STR_REC_D_HA_JR_PART_D_DRA_JEW_501A
物品ID:152206112 名字:龙语图案:暗龙之秘银戒指      STR值：STR_REC_D_HA_RING_D_D_R2_P_50A
物品ID:152206113 名字:龙语图案:暗龙之秘银耳环      STR值：STR_REC_D_HA_EARRING_D_D_R2_P_50A
物品ID:152206114 名字:龙语图案:暗龙之秘银项链      STR值：STR_REC_D_HA_NECKLACE_D_D_R2_P_50A
物品ID:152206115 名字:龙语图案:暗龙之秘银眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_D_R2_P_50A
物品ID:152206116 名字:龙语图案:暗龙之宝石戒指      STR值：STR_REC_D_HA_RING_D_D_R2_P_50B
物品ID:152206117 名字:龙语图案:暗龙之宝石耳环      STR值：STR_REC_D_HA_EARRING_D_D_R2_P_50B
物品ID:152206118 名字:龙语图案:暗龙之宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_D_R2_P_50B
物品ID:152206119 名字:龙语图案:暗龙王之秘银戒指      STR值：STR_REC_D_HA_RING_D_D_L2_P_50A
物品ID:152206120 名字:龙语图案:暗龙王之秘银耳环      STR值：STR_REC_D_HA_EARRING_D_D_L2_P_50A
物品ID:152206121 名字:龙语图案:暗龙王之秘银项链      STR值：STR_REC_D_HA_NECKLACE_D_D_L2_P_50A
物品ID:152206122 名字:龙语图案:暗龙王之秘银眼镜      STR值：STR_REC_D_HA_AC_HEAD_D_D_L2_P_50A
物品ID:152206123 名字:龙语图案:暗龙王之宝石戒指      STR值：STR_REC_D_HA_RING_D_D_L2_P_50B
物品ID:152206124 名字:龙语图案:暗龙王之宝石耳环      STR值：STR_REC_D_HA_EARRING_D_D_L2_P_50B
物品ID:152206125 名字:龙语图案:暗龙王之宝石项链      STR值：STR_REC_D_HA_NECKLACE_D_D_L2_P_50B
物品ID:152206126 名字:图案:泰库玛木材      STR值：STR_REC_D_HA_JR_PART_D_BIRKE_01A
物品ID:152206127 名字:图案:泰库玛木板      STR值：STR_REC_D_HA_JR_PART_D_BIRKE_02A
物品ID:152206128 名字:图案:泰库玛角材      STR值：STR_REC_D_HA_JR_PART_D_BIRKE_03A
物品ID:152206129 名字:图案:泰库玛弓      STR值：STR_REC_D_HA_BOW_D_N_C2_P_15A
物品ID:152206130 名字:图案:泰库玛法杖      STR值：STR_REC_D_HA_STAFF_D_N_C2_P_15A
物品ID:152206131 名字:图案:强化泰库玛弓      STR值：STR_REC_D_HA_BOW_D_N_C2_P_20A
物品ID:152206132 名字:图案:强化泰库玛法杖      STR值：STR_REC_D_HA_STAFF_D_N_C2_P_20A
物品ID:152206133 名字:图案:风之长弓      STR值：STR_REC_D_HA_BOW_D_N_R1_S_18A
物品ID:152206134 名字:图案:盖尔菲木材      STR值：STR_REC_D_HA_JR_PART_D_YORK_01A
物品ID:152206135 名字:图案:盖尔菲木板      STR值：STR_REC_D_HA_JR_PART_D_YORK_02A
物品ID:152206136 名字:图案:盖尔菲角材      STR值：STR_REC_D_HA_JR_PART_D_YORK_03A
物品ID:152206137 名字:图案:盖尔菲弓      STR值：STR_REC_D_HA_BOW_D_N_C2_P_25A
物品ID:152206138 名字:图案:盖尔菲法杖      STR值：STR_REC_D_HA_STAFF_D_N_C2_P_25A
物品ID:152206139 名字:图案:匠人之盖尔菲弓      STR值：STR_REC_D_HA_BOW_D_N_R2_P_25A
物品ID:152206140 名字:图案:匠人之盖尔菲法杖      STR值：STR_REC_D_HA_STAFF_D_N_R2_P_25A
